From Town Name,To Town Name,Distance (m),Time (sec) 
North Lakeville,Agawam Town city,184160,6806
North Lakeville,Amesbury Town city,137460,5513
North Lakeville,Amherst Center,181500,7343
North Lakeville,Andover,103057,4395
North Lakeville,Arlington,78372,3687
North Lakeville,Athol,158234,6312
North Lakeville,Attleboro city,51881,2087
North Lakeville,Ayer,116079,4658
North Lakeville,Baldwinville,148023,5863
North Lakeville,Barnstable Town city,66465,2731
North Lakeville,Barre,144965,6051
North Lakeville,Belchertown,165924,6372
North Lakeville,Bellingham,57846,2416
North Lakeville,Belmont,86097,3755
North Lakeville,Beverly city,112058,4843
North Lakeville,Blandford,202940,7670
North Lakeville,Bliss Corner,32674,1787
North Lakeville,Boston city,63465,2874
North Lakeville,Bourne,43630,1780
North Lakeville,Boxford,109693,4746
North Lakeville,Braintree Town city,53149,2289
North Lakeville,Brewster,95925,3967
North Lakeville,Bridgewater,16115,1009
North Lakeville,Brockton city,31550,1712
North Lakeville,Brookfield,130939,5475
North Lakeville,Brookline,69573,3238
North Lakeville,Burlington,89676,3965
North Lakeville,Buzzards Bay,40694,1631
North Lakeville,Cambridge city,73210,3661
North Lakeville,Chatham,99970,4390
North Lakeville,Chelsea city,72685,3378
North Lakeville,Cheshire,266971,10383
North Lakeville,Chester,215879,8280
North Lakeville,Chicopee city,172259,6346
North Lakeville,Clinton,105436,4211
North Lakeville,Cochituate,77424,3528
North Lakeville,Cordaville,76070,3176
North Lakeville,Danvers,97065,4313
North Lakeville,Dedham,56477,2376
North Lakeville,Deerfield,222299,8011
North Lakeville,Dennis,85605,3603
North Lakeville,Dennis Port,86455,3563
North Lakeville,Devens,122700,4669
North Lakeville,Dover,62872,2875
North Lakeville,Duxbury,38069,2050
North Lakeville,East Brookfield,129725,5307
North Lakeville,East Dennis,87833,3558
North Lakeville,East Douglas,87856,3348
North Lakeville,East Falmouth,64587,2800
North Lakeville,East Harwich,94605,3795
North Lakeville,East Pepperell,128653,5652
North Lakeville,East Sandwich,59493,2522
North Lakeville,Easthampton Town city,189769,7078
North Lakeville,Essex,122846,5169
North Lakeville,Everett city,72941,3669
North Lakeville,Fall River city,35194,1838
North Lakeville,Falmouth,62861,2606
North Lakeville,Fiskdale,127147,4779
North Lakeville,Fitchburg city,126415,5395
North Lakeville,Forestdale,58898,2483
North Lakeville,Foxborough,41017,1711
North Lakeville,Framingham,90434,3461
North Lakeville,Franklin Town city,54201,2188
North Lakeville,Gardner city,138371,5544
North Lakeville,Gloucester city,127592,5262
North Lakeville,Granby,173322,6535
North Lakeville,Great Barrington,250761,9313
North Lakeville,Green Harbor-Cedar Crest,42846,2287
North Lakeville,Greenfield Town city,196408,8020
North Lakeville,Groton,123600,4800
North Lakeville,Hanson,29632,2219
North Lakeville,Harwich Center,90780,3634
North Lakeville,Harwich Port,94024,3916
North Lakeville,Hatfield,204571,7349
North Lakeville,Haverhill city,120849,4984
North Lakeville,Hingham,64603,3268
North Lakeville,Holbrook,42053,2047
North Lakeville,Holland,135345,5039
North Lakeville,Holyoke city,181526,6717
North Lakeville,Hopedale,65579,2853
North Lakeville,Hopkinton,70142,2754
North Lakeville,Housatonic,248943,9116
North Lakeville,Hudson,91623,3494
North Lakeville,Hull,75189,4178
North Lakeville,Huntington,205865,7821
North Lakeville,Ipswich,113190,5366
North Lakeville,Kingston,31193,1683
North Lakeville,Lawrence city,110180,4559
North Lakeville,Lee,233086,8280
North Lakeville,Lenox,240207,8782
North Lakeville,Leominster city,114946,4791
North Lakeville,Lexington,82374,3597
North Lakeville,Littleton Common,112825,4160
North Lakeville,Longmeadow,182566,6840
North Lakeville,Lowell city,108376,4769
North Lakeville,Lunenburg,120792,4935
North Lakeville,Lynn city,81780,4170
North Lakeville,Lynnfield,92208,3992
North Lakeville,Madaket,127921,11959
North Lakeville,Malden city,75661,3774
North Lakeville,Mansfield Center,34325,1402
North Lakeville,Marblehead,92470,5079
North Lakeville,Marion Center,34532,1615
North Lakeville,Marlborough city,87380,3344
North Lakeville,Marshfield,41723,2266
North Lakeville,Marshfield Hills,51058,2712
North Lakeville,Mashpee Neck,65370,2873
North Lakeville,Mattapoisett Center,40585,1693
North Lakeville,Maynard,107618,4168
North Lakeville,Medfield,60582,2753
North Lakeville,Medford city,76328,3421
North Lakeville,Melrose city,81599,3806
North Lakeville,Methuen Town city,111253,4490
North Lakeville,Middleborough Center,4764,482
North Lakeville,Milford,66692,2579
North Lakeville,Millers Falls,183559,7258
North Lakeville,Millis-Clicquot,56601,2592
North Lakeville,Milton,51727,2330
North Lakeville,Monomoscoy Island,70698,3314
North Lakeville,Monson Center,145534,5722
North Lakeville,Monument Beach,43825,1792
North Lakeville,Nahant,87995,4622
North Lakeville,Nantucket,121317,11643
North Lakeville,Needham,60961,2719
North Lakeville,New Bedford city,25979,1369
North Lakeville,New Seabury,68715,3160
North Lakeville,Newburyport city,125436,5282
North Lakeville,Newton city,67346,2977
North Lakeville,North Adams city,265091,10888
North Lakeville,North Amherst,184903,7487
North Lakeville,North Brookfield,129298,5544
North Lakeville,North Eastham,112135,4791
North Lakeville,North Falmouth,53034,2246
North Lakeville,North Pembroke,44654,2444
North Lakeville,North Plymouth,28067,1734
North Lakeville,North Scituate,57908,3172
North Lakeville,North Seekonk,57097,2371
North Lakeville,North Westport,42034,1871
North Lakeville,Northampton city,199161,7475
North Lakeville,Northborough,88570,3421
North Lakeville,Northfield,188512,7704
North Lakeville,Northwest Harwich,88405,3689
North Lakeville,Norton Center,29746,1348
North Lakeville,Norwood,57956,2256
North Lakeville,Ocean Bluff-Brant Rock,46407,2504
North Lakeville,Ocean Grove,38118,1965
North Lakeville,Onset,29878,1269
North Lakeville,Orange,168819,6751
North Lakeville,Orleans,102463,4274
North Lakeville,Oxford,113923,4190
North Lakeville,Palmer Town city,151215,5433
North Lakeville,Peabody city,91557,4123
North Lakeville,Pepperell,131845,5340
North Lakeville,Petersham,158481,6491
North Lakeville,Pinehurst,94439,4159
North Lakeville,Pittsfield city,250846,9450
North Lakeville,Plymouth,29550,1768
North Lakeville,Pocasset,50121,2130
North Lakeville,Popponesset,69066,3267
North Lakeville,Popponesset Island,68426,3182
North Lakeville,Provincetown,145951,6620
North Lakeville,Quincy city,53681,2394
North Lakeville,Randolph,41306,1861
North Lakeville,Raynham Center,16009,1066
North Lakeville,Reading,90540,3861
North Lakeville,Revere city,75114,3601
North Lakeville,Rockport,134740,5861
North Lakeville,Rowley,118508,5279
North Lakeville,Russell,200000,7455
North Lakeville,Rutland,129024,5301
North Lakeville,Sagamore,46088,1870
North Lakeville,Salem city,93413,5220
North Lakeville,Salisbury,131830,5745
North Lakeville,Sandwich,49774,2124
North Lakeville,Saugus,83022,3772
North Lakeville,Scituate,55926,3077
North Lakeville,Seabrook,65942,2954
North Lakeville,Seconsett Island,66485,3063
North Lakeville,Sharon,48564,2040
North Lakeville,Shelburne Falls,242604,8759
North Lakeville,Shirley,115859,4686
North Lakeville,Siasconset,131384,12212
North Lakeville,Smith Mills,30173,1534
North Lakeville,Somerset,34879,1767
North Lakeville,Somerville city,71821,3371
North Lakeville,South Amherst,183276,7095
North Lakeville,South Ashburnham,139215,5513
North Lakeville,South Deerfield,215635,7804
North Lakeville,South Dennis,84614,3385
North Lakeville,South Duxbury,35386,1872
North Lakeville,South Lancaster,104947,4086
North Lakeville,South Yarmouth,80406,3265
North Lakeville,Southbridge Town city,127456,5138
North Lakeville,Southfield,34948,2503
North Lakeville,Spencer,120053,4936
North Lakeville,Springfield city,171709,6428
North Lakeville,Stoneham,79562,3452
North Lakeville,Sturbridge,127582,4741
North Lakeville,Swampscott,86782,4638
North Lakeville,Taunton city,17148,1150
North Lakeville,Teaticket,63334,2690
North Lakeville,The Pinehills,41576,2120
North Lakeville,Topsfield,103808,4609
North Lakeville,Townsend,137057,5632
North Lakeville,Turners Falls,191113,7788
North Lakeville,Upton,77152,2935
North Lakeville,Vineyard Haven,80834,6146
North Lakeville,Wakefield,88448,3942
North Lakeville,Walpole,52310,2099
North Lakeville,Waltham city,77193,3328
North Lakeville,Ware,161147,6060
North Lakeville,Wareham Center,28251,1427
North Lakeville,Warren,141872,5620
North Lakeville,Watertown Town city,77820,3614
North Lakeville,Webster,122116,4369
North Lakeville,Wellesley,69979,3182
North Lakeville,West Brookfield,136181,5791
North Lakeville,West Chatham,98510,4219
North Lakeville,West Concord,91973,4108
North Lakeville,West Dennis,82385,3501
North Lakeville,West Falmouth,57569,2326
North Lakeville,West Springfield Town city,180121,6519
North Lakeville,West Wareham,21777,1018
North Lakeville,West Yarmouth,79247,3383
North Lakeville,Westborough,86894,3280
North Lakeville,Westfield city,186723,6787
North Lakeville,Weweantic,29192,1548
North Lakeville,Weymouth Town city,58792,2533
North Lakeville,White Island Shores,33289,1487
North Lakeville,Whitinsville,90383,3457
North Lakeville,Wilbraham,159828,5959
North Lakeville,Williamstown,299010,11095
North Lakeville,Wilmington,92516,3928
North Lakeville,Winchendon,150285,6006
North Lakeville,Winchester,78845,3681
North Lakeville,Winthrop Town city,75022,3630
North Lakeville,Woburn city,92477,3940
North Lakeville,Woods Hole,67481,3066
North Lakeville,Worcester city,110947,4223
North Lakeville,Yarmouth Port,80051,3257
North Pembroke,Abington,17723,1520
North Pembroke,Acushnet Center,61567,3518
North Pembroke,Adams,269009,11367
North Pembroke,Agawam Town city,194904,7698
North Pembroke,Amesbury Town city,118011,4934
North Pembroke,Amherst Center,192244,8234
North Pembroke,Andover,83608,3816
North Pembroke,Arlington,58923,3108
North Pembroke,Athol,159360,6972
North Pembroke,Attleboro city,79472,3354
North Pembroke,Ayer,106928,5044
North Pembroke,Baldwinville,149150,6523
North Pembroke,Barnstable Town city,67634,2871
North Pembroke,Barre,157061,7089
North Pembroke,Belchertown,176668,7263
North Pembroke,Bellingham,85961,3722
North Pembroke,Belmont,61210,3492
North Pembroke,Beverly city,92609,4264
North Pembroke,Blandford,213684,8562
North Pembroke,Bliss Corner,78141,4002
North Pembroke,Boston city,44016,2295
North Pembroke,Bourne,56921,2606
North Pembroke,Boxford,90244,4167
North Pembroke,Braintree Town city,27786,1472
North Pembroke,Brewster,97094,4108
North Pembroke,Bridgewater,26445,1885
North Pembroke,Brockton city,24145,2107
North Pembroke,Brookfield,141683,6366
North Pembroke,Brookline,61657,3125
North Pembroke,Burlington,73183,3432
North Pembroke,Buzzards Bay,53802,2413
North Pembroke,Cambridge city,53302,3192
North Pembroke,Chatham,101139,4531
North Pembroke,Chelsea city,53236,2799
North Pembroke,Cheshire,277715,11274
North Pembroke,Chester,226623,9172
North Pembroke,Chicopee city,183003,7238
North Pembroke,Clinton,118976,5223
North Pembroke,Cochituate,69508,3415
North Pembroke,Cordaville,87878,3960
North Pembroke,Danvers,77616,3734
North Pembroke,Dedham,48561,2263
North Pembroke,Deerfield,202414,9065
North Pembroke,Dennis,86774,3743
North Pembroke,Dennis Port,87624,3703
North Pembroke,Devens,109428,5080
North Pembroke,Dover,54956,2762
North Pembroke,Duxbury,13786,1076
North Pembroke,East Brookfield,140469,6198
North Pembroke,East Dennis,89002,3698
North Pembroke,East Douglas,115447,4615
North Pembroke,East Falmouth,77927,3651
North Pembroke,East Harwich,95774,3935
North Pembroke,East Pepperell,116031,5357
North Pembroke,East Sandwich,60662,2662
North Pembroke,Easthampton Town city,200513,7970
North Pembroke,Essex,103397,4590
North Pembroke,Everett city,53492,3090
North Pembroke,Fall River city,78250,3683
North Pembroke,Falmouth,76201,3457
North Pembroke,Fiskdale,137891,5671
North Pembroke,Fitchburg city,129662,6024
North Pembroke,Forestdale,60067,2623
North Pembroke,Foxborough,64134,2803
North Pembroke,Framingham,77688,3656
North Pembroke,Franklin Town city,82316,3494
North Pembroke,Gardner city,139497,6204
North Pembroke,Gloucester city,108143,4683
North Pembroke,Granby,184066,7426
North Pembroke,Great Barrington,261505,10204
North Pembroke,Green Harbor-Cedar Crest,13741,1140
North Pembroke,Greenfield Town city,197534,8680
North Pembroke,Groton,110774,5242
North Pembroke,Hanson,9041,822
North Pembroke,Harwich Center,91949,3775
North Pembroke,Harwich Port,95193,4057
North Pembroke,Hatfield,215315,8241
North Pembroke,Haverhill city,101400,4405
North Pembroke,Hingham,24633,1561
North Pembroke,Holbrook,22956,1848
North Pembroke,Holland,146089,5931
North Pembroke,Holyoke city,192270,7609
North Pembroke,Hopedale,93694,4158
North Pembroke,Hopkinton,98257,4059
North Pembroke,Housatonic,259687,10007
North Pembroke,Hudson,105163,4506
North Pembroke,Hull,35219,2471
North Pembroke,Huntington,216609,8713
North Pembroke,Ipswich,93741,4787
North Pembroke,Kingston,17550,1012
North Pembroke,Lawrence city,90731,3980
North Pembroke,Lee,243830,9171
North Pembroke,Lenox,250951,9673
North Pembroke,Leominster city,117836,5516
North Pembroke,Lexington,74458,3484
North Pembroke,Littleton Common,96823,4522
North Pembroke,Longmeadow,193310,7732
North Pembroke,Lowell city,95754,4474
North Pembroke,Lunenburg,121352,5626
North Pembroke,Lynn city,62330,3591
North Pembroke,Lynnfield,72759,3413
North Pembroke,Madaket,129090,12099
North Pembroke,Malden city,56212,3195
North Pembroke,Mansfield Center,66709,2986
North Pembroke,Marblehead,73020,4500
North Pembroke,Marion Center,57843,3121
North Pembroke,Marlborough city,91847,4345
North Pembroke,Marshfield,8712,804
North Pembroke,Marshfield Hills,10345,885
North Pembroke,Mashpee Neck,69831,3281
North Pembroke,Mattapoisett Center,63896,3199
North Pembroke,Maynard,83582,4269
North Pembroke,Medfield,58891,3002
North Pembroke,Medford city,56879,2842
North Pembroke,Melrose city,62150,3227
